X,Y,ASCII,Foreground,Background
41,13,127,#BC8F8F,#000000
42,13,94,#A0522D,#000000
43,13,127,#BC8F8F,#000000
44,13,46,#228B22,#000000
45,13,46,#228B22,#000000
46,13,46,#228B22,#000000
47,13,6,#008000,#000000
48,13,6,#008000,#000000
49,13,6,#008000,#000000
50,13,46,#228B22,#000000
51,13,186,#D3D3D3,#000000
52,13,46,#228B22,#000000
53,13,46,#228B22,#000000
54,13,46,#228B22,#000000
55,13,46,#228B22,#000000
56,13,6,#008000,#000000
57,13,6,#008000,#000000
58,13,6,#008000,#000000
59,13,46,#228B22,#000000
60,13,46,#228B22,#000000
61,13,46,#228B22,#000000
62,13,247,#1E90FF,#000000
63,13,247,#1E90FF,#000000
0,14,46,#228B22,#000000
1,14,46,#228B22,#000000
2,14,46,#228B22,#000000
3,14,46,#228B22,#000000
4,14,6,#008000,#000000
5,14,46,#228B22,#000000
6,14,46,#228B22,#000000
7,14,46,#228B22,#000000
8,14,46,#228B22,#000000
9,14,46,#228B22,#000000
10,14,186,#D3D3D3,#000000
11,14,46,#228B22,#000000
12,14,46,#228B22,#000000
13,14,6,#008000,#000000
14,14,6,#008000,#000000
15,14,6,#008000,#000000
16,14,46,#228B22,#000000
17,14,46,#228B22,#000000
18,14,186,#D3D3D3,#000000
19,14,46,#228B22,#000000
20,14,127,#BC8F8F,#000000
21,14,127,#BC8F8F,#000000
22,14,94,#A0522D,#000000
23,14,94,#A0522D,#000000
24,14,94,#A0522D,#000000
25,14,94,#A0522D,#000000
26,14,94,#A0522D,#000000
27,14,94,#A0522D,#000000
28,14,234,#D3D3D3,#000000
29,14,94,#A0522D,#000000
30,14,94,#A0522D,#000000
31,14,127,#BC8F8F,#000000
32,14,127,#BC8F8F,#000000
33,14,46,#228B22,#000000
34,14,46,#228B22,#000000
35,14,46,#228B22,#000000
36,14,46,#228B22,#000000
37,14,46,#228B22,#000000
38,14,127,#BC8F8F,#000000
39,14,127,#BC8F8F,#000000
40,14,127,#BC8F8F,#000000
41,14,94,#A0522D,#000000
42,14,94,#A0522D,#000000
43,14,127,#BC8F8F,#000000
44,14,46,#228B22,#000000
45,14,46,#228B22,#000000
46,14,46,#228B22,#000000
47,14,46,#228B22,#000000
48,14,6,#008000,#000000
49,14,6,#008000,#000000
50,14,46,#228B22,#000000
51,14,186,#D3D3D3,#000000
52,14,46,#228B22,#000000
53,14,46,#228B22,#000000
54,14,46,#228B22,#000000
55,14,46,#228B22,#000000
56,14,6,#008000,#000000
57,14,6,#008000,#000000
58,14,6,#008000,#000000
59,14,46,#228B22,#000000
60,14,46,#228B22,#000000
61,14,46,#228B22,#000000
62,14,247,#1E90FF,#000000
63,14,247,#1E90FF,#000000
0,15,46,#228B22,#000000
1,15,46,#228B22,#000000
2,15,46,#228B22,#000000
3,15,46,#228B22,#000000
4,15,46,#228B22,#000000
5,15,46,#228B22,#000000
6,15,46,#228B22,#000000
7,15,46,#228B22,#000000
8,15,46,#228B22,#000000
9,15,46,#228B22,#000000
10,15,186,#D3D3D3,#000000
11,15,46,#228B22,#000000
12,15,46,#228B22,#000000
13,15,6,#008000,#000000
14,15,6,#008000,#000000
15,15,6,#008000,#000000
16,15,46,#228B22,#000000
17,15,46,#228B22,#000000
18,15,186,#D3D3D3,#000000
19,15,127,#BC8F8F,#000000
20,15,94,#A0522D,#000000
21,15,94,#A0522D,#000000
22,15,94,#A0522D,#000000
23,15,94,#A0522D,#000000
24,15,30,#FFFFFF,#000000
25,15,94,#A0522D,#000000
26,15,94,#A0522D,#000000
27,15,94,#A0522D,#000000
28,15,179,#00BFFF,#000000
29,15,94,#A0522D,#000000
30,15,94,#A0522D,#000000
31,15,127,#BC8F8F,#000000
32,15,46,#228B22,#000000
33,15,46,#228B22,#000000
34,15,46,#228B22,#000000
35,15,46,#228B22,#000000
36,15,46,#228B22,#000000
37,15,127,#BC8F8F,#000000
38,15,94,#A0522D,#000000
39,15,94,#A0522D,#000000
40,15,127,#BC8F8F,#000000
41,15,94,#A0522D,#000000
42,15,94,#A0522D,#000000
43,15,94,#A0522D,#000000
44,15,127,#BC8F8F,#000000
45,15,46,#228B22,#000000
46,15,46,#228B22,#000000
47,15,46,#228B22,#000000
48,15,46,#228B22,#000000
49,15,6,#008000,#000000
50,15,46,#228B22,#000000
51,15,186,#D3D3D3,#000000
52,15,46,#228B22,#000000
53,15,46,#228B22,#000000
54,15,46,#228B22,#000000
55,15,46,#228B22,#000000
56,15,6,#008000,#000000
57,15,6,#008000,#000000
58,15,46,#228B22,#000000
59,15,46,#228B22,#000000
60,15,46,#228B22,#000000
61,15,46,#228B22,#000000
62,15,247,#1E90FF,#000000
63,15,247,#1E90FF,#000000
0,16,46,#228B22,#000000
1,16,46,#228B22,#000000
2,16,46,#228B22,#000000
3,16,46,#228B22,#000000
4,16,46,#228B22,#000000
5,16,46,#228B22,#000000
6,16,46,#228B22,#000000
7,16,46,#228B22,#000000
8,16,46,#228B22,#000000
9,16,46,#228B22,#000000
10,16,186,#D3D3D3,#000000
11,16,46,#228B22,#000000
12,16,46,#228B22,#000000
13,16,6,#008000,#000000
14,16,6,#008000,#000000
15,16,46,#228B22,#000000
16,16,46,#228B22,#000000
17,16,46,#228B22,#000000
18,16,186,#D3D3D3,#000000
19,16,127,#BC8F8F,#000000
20,16,94,#A0522D,#000000
21,16,94,#A0522D,#000000
22,16,94,#A0522D,#000000
23,16,94,#A0522D,#000000
24,16,94,#A0522D,#000000
25,16,94,#A0522D,#000000
26,16,94,#A0522D,#000000
27,16,127,#BC8F8F,#000000
28,16,179,#00BFFF,#000000
29,16,127,#BC8F8F,#000000
30,16,127,#BC8F8F,#000000
31,16,46,#228B22,#000000
32,16,46,#228B22,#000000
33,16,46,#228B22,#000000
34,16,46,#228B22,#000000
35,16,46,#228B22,#000000
36,16,46,#228B22,#000000
37,16,46,#228B22,#000000
38,16,127,#BC8F8F,#000000
39,16,94,#A0522D,#000000
40,16,94,#A0522D,#000000
41,16,94,#A0522D,#000000
42,16,94,#A0522D,#000000
43,16,94,#A0522D,#000000
44,16,94,#A0522D,#000000
45,16,127,#BC8F8F,#000000
46,16,46,#228B22,#000000
47,16,46,#228B22,#000000
48,16,46,#228B22,#000000
49,16,46,#228B22,#000000
50,16,46,#228B22,#000000
51,16,186,#D3D3D3,#000000
52,16,46,#228B22,#000000
53,16,46,#228B22,#000000
54,16,46,#228B22,#000000
55,16,46,#228B22,#000000
56,16,6,#008000,#000000
57,16,6,#008000,#000000
58,16,6,#008000,#000000
59,16,46,#228B22,#000000
60,16,46,#228B22,#000000
61,16,247,#1E90FF,#000000
62,16,247,#1E90FF,#000000
63,16,247,#1E90FF,#000000
0,17,46,#228B22,#000000
1,17,46,#228B22,#000000
2,17,46,#228B22,#000000
3,17,46,#228B22,#000000
4,17,234,#D3D3D3,#000000
5,17,46,#228B22,#000000
6,17,46,#228B22,#000000
7,17,46,#228B22,#000000
8,17,46,#228B22,#000000
9,17,46,#228B22,#000000
10,17,186,#D3D3D3,#000000
11,17,46,#228B22,#000000
12,17,46,#228B22,#000000
13,17,46,#228B22,#000000
14,17,46,#228B22,#000000
15,17,46,#228B22,#000000
16,17,46,#228B22,#000000
17,17,46,#228B22,#000000
18,17,186,#D3D3D3,#000000
19,17,46,#228B22,#000000
20,17,127,#BC8F8F,#000000
21,17,127,#BC8F8F,#000000
22,17,127,#BC8F8F,#000000
23,17,127,#BC8F8F,#000000
24,17,127,#BC8F8F,#000000
25,17,127,#BC8F8F,#000000
26,17,127,#BC8F8F,#000000
27,17,46,#228B22,#000000
28,17,179,#00BFFF,#000000
29,17,46,#228B22,#000000
30,17,46,#228B22,#000000
31,17,46,#228B22,#000000
32,17,46,#228B22,#000000
33,17,46,#228B22,#000000
34,17,46,#228B22,#000000
35,17,46,#228B22,#000000
36,17,46,#228B22,#000000
37,17,46,#228B22,#000000
38,17,46,#228B22,#000000
39,17,127,#BC8F8F,#000000
40,17,94,#A0522D,#000000
41,17,94,#A0522D,#000000
42,17,30,#FFFFFF,#000000
43,17,94,#A0522D,#000000
44,17,94,#A0522D,#000000
45,17,234,#D3D3D3,#000000
46,17,46,#228B22,#000000
47,17,46,#228B22,#000000
48,17,46,#228B22,#000000
49,17,46,#228B22,#000000
50,17,46,#228B22,#000000
51,17,186,#D3D3D3,#000000
52,17,46,#228B22,#000000
53,17,46,#228B22,#000000
54,17,234,#D3D3D3,#000000
55,17,46,#228B22,#000000
56,17,6,#008000,#000000
57,17,6,#008000,#000000
58,17,6,#008000,#000000
59,17,46,#228B22,#000000
60,17,46,#228B22,#000000
61,17,247,#1E90FF,#000000
62,17,247,#1E90FF,#000000
63,17,247,#1E90FF,#000000
0,18,46,#228B22,#000000
1,18,46,#228B22,#000000
2,18,46,#228B22,#000000
3,18,46,#228B22,#000000
4,18,46,#228B22,#000000
5,18,46,#228B22,#000000
6,18,46,#228B22,#000000
7,18,46,#228B22,#000000
8,18,46,#228B22,#000000
9,18,46,#228B22,#000000
10,18,186,#D3D3D3,#000000
11,18,46,#228B22,#000000
12,18,46,#228B22,#000000
13,18,46,#228B22,#000000
14,18,46,#228B22,#000000
15,18,46,#228B22,#000000
16,18,46,#228B22,#000000
17,18,46,#228B22,#000000
18,18,200,#D3D3D3,#000000
19,18,205,#D3D3D3,#000000
20,18,205,#D3D3D3,#000000
21,18,205,#D3D3D3,#000000
22,18,205,#D3D3D3,#000000
23,18,203,#D3D3D3,#000000
24,18,205,#D3D3D3,#000000
25,18,205,#D3D3D3,#000000
26,18,205,#D3D3D3,#000000
27,18,205,#D3D3D3,#000000
28,18,205,#D3D3D3,#000000
29,18,205,#D3D3D3,#000000
30,18,205,#D3D3D3,#000000
31,18,234,#D3D3D3,#000000
32,18,46,#228B22,#000000
33,18,46,#228B22,#000000
34,18,46,#228B22,#000000
35,18,6,#008000,#000000
36,18,6,#008000,#000000
37,18,6,#008000,#000000
38,18,46,#228B22,#000000
39,18,127,#BC8F8F,#000000
40,18,94,#A0522D,#000000
41,18,94,#A0522D,#000000
42,18,94,#A0522D,#000000
43,18,94,#A0522D,#000000
44,18,94,#A0522D,#000000
45,18,94,#A0522D,#000000
46,18,127,#BC8F8F,#000000
47,18,46,#228B22,#000000
48,18,46,#228B22,#000000
49,18,46,#228B22,#000000
50,18,46,#228B22,#000000
51,18,186,#D3D3D3,#000000
52,18,46,#228B22,#000000
53,18,46,#228B22,#000000
54,18,46,#228B22,#000000
55,18,46,#228B22,#000000
56,18,6,#008000,#000000
57,18,6,#008000,#000000
58,18,6,#008000,#000000
59,18,46,#228B22,#000000
60,18,247,#1E90FF,#000000
61,18,247,#1E90FF,#000000
62,18,247,#1E90FF,#000000
63,18,247,#1E90FF,#000000
0,19,46,#228B22,#000000
1,19,46,#228B22,#000000
2,19,46,#228B22,#000000
3,19,46,#228B22,#000000
4,19,46,#228B22,#000000
5,19,46,#228B22,#000000
6,19,46,#228B22,#000000
7,19,46,#228B22,#000000
8,19,46,#228B22,#000000
9,19,46,#228B22,#000000
10,19,186,#D3D3D3,#000000
11,19,46,#228B22,#000000
12,19,46,#228B22,#000000
13,19,46,#228B22,#000000
14,19,46,#228B22,#000000
15,19,46,#228B22,#000000
16,19,46,#228B22,#000000
17,19,46,#228B22,#000000
18,19,127,#BC8F8F,#000000
19,19,46,#228B22,#000000
20,19,46,#228B22,#000000
21,19,46,#228B22,#000000
22,19,46,#228B22,#000000
23,19,186,#D3D3D3,#000000
24,19,46,#228B22,#000000
25,19,46,#228B22,#000000
26,19,46,#228B22,#000000
27,19,46,#228B22,#000000
28,19,179,#00BFFF,#000000
29,19,46,#228B22,#000000
30,19,46,#228B22,#000000
31,19,186,#D3D3D3,#000000
32,19,46,#228B22,#000000
33,19,46,#228B22,#000000
34,19,46,#228B22,#000000
35,19,6,#008000,#000000
36,19,6,#008000,#000000
37,19,6,#008000,#000000
38,19,46,#228B22,#000000
39,19,46,#228B22,#000000
40,19,127,#BC8F8F,#000000
41,19,94,#A0522D,#000000
42,19,94,#A0522D,#000000
43,19,94,#A0522D,#000000
44,19,94,#A0522D,#000000
45,19,94,#A0522D,#000000
46,19,94,#A0522D,#000000
47,19,127,#BC8F8F,#000000
48,19,46,#228B22,#000000
49,19,46,#228B22,#000000
50,19,46,#228B22,#000000
51,19,186,#D3D3D3,#000000
52,19,46,#228B22,#000000
53,19,46,#228B22,#000000
54,19,46,#228B22,#000000
55,19,46,#228B22,#000000
56,19,6,#008000,#000000
57,19,6,#008000,#000000
58,19,6,#008000,#000000
59,19,46,#228B22,#000000
60,19,247,#1E90FF,#000000
61,19,247,#1E90FF,#000000
62,19,247,#1E90FF,#000000
63,19,247,#1E90FF,#000000
0,20,46,#228B22,#000000
1,20,46,#228B22,#000000
2,20,46,#228B22,#000000
3,20,46,#228B22,#000000
4,20,46,#228B22,#000000
5,20,46,#228B22,#000000
6,20,227,#D3D3D3,#000000
7,20,205,#D3D3D3,#000000
8,20,205,#D3D3D3,#000000
9,20,205,#D3D3D3,#000000
10,20,188,#D3D3D3,#000000
11,20,46,#228B22,#000000
12,20,46,#228B22,#000000
13,20,46,#228B22,#000000
14,20,46,#228B22,#000000
15,20,127,#BC8F8F,#000000
16,20,127,#BC8F8F,#000000
17,20,127,#BC8F8F,#000000
18,20,94,#A0522D,#000000
19,20,127,#BC8F8F,#000000
20,20,46,#228B22,#000000
21,20,46,#228B22,#000000
22,20,46,#228B22,#000000
23,20,186,#D3D3D3,#000000
24,20,46,#228B22,#000000
25,20,46,#228B22,#000000
26,20,46,#228B22,#000000
27,20,46,#228B22,#000000
28,20,179,#00BFFF,#000000
29,20,46,#228B22,#000000
30,20,46,#228B22,#000000
31,20,186,#D3D3D3,#000000
32,20,46,#228B22,#000000
33,20,46,#228B22,#000000
34,20,46,#228B22,#000000
35,20,6,#008000,#000000
36,20,6,#008000,#000000
37,20,6,#008000,#000000
38,20,46,#228B22,#000000
39,20,46,#228B22,#000000
40,20,127,#BC8F8F,#000000
41,20,94,#A0522D,#000000
42,20,94,#A0522D,#000000
43,20,94,#A0522D,#000000
44,20,30,#FFFFFF,#000000
45,20,94,#A0522D,#000000
46,20,94,#A0522D,#000000
47,20,94,#A0522D,#000000
48,20,127,#BC8F8F,#000000
49,20,46,#228B22,#000000
50,20,46,#228B22,#000000
51,20,186,#D3D3D3,#000000
52,20,46,#228B22,#000000
53,20,46,#228B22,#000000
54,20,46,#228B22,#000000
55,20,46,#228B22,#000000
56,20,6,#008000,#000000
57,20,46,#228B22,#000000
58,20,6,#008000,#000000
59,20,46,#228B22,#000000
60,20,247,#1E90FF,#000000
61,20,247,#1E90FF,#000000
62,20,247,#1E90FF,#000000
63,20,247,#1E90FF,#000000
0,21,46,#228B22,#000000
1,21,46,#228B22,#000000
2,21,46,#228B22,#000000
3,21,127,#BC8F8F,#000000
4,21,127,#BC8F8F,#000000
5,21,46,#228B22,#000000
6,21,186,#D3D3D3,#000000
7,21,46,#228B22,#000000
8,21,46,#228B22,#000000
9,21,46,#228B22,#000000
10,21,46,#228B22,#000000
11,21,46,#228B22,#000000
12,21,46,#228B22,#000000
13,21,127,#BC8F8F,#000000
14,21,127,#BC8F8F,#000000
15,21,94,#A0522D,#000000
16,21,94,#A0522D,#000000
17,21,94,#A0522D,#000000
18,21,127,#BC8F8F,#000000
19,21,46,#228B22,#000000
20,21,46,#228B22,#000000
21,21,46,#228B22,#000000
22,21,46,#228B22,#000000
23,21,186,#D3D3D3,#000000
24,21,46,#228B22,#000000
25,21,46,#228B22,#000000
26,21,46,#228B22,#000000
27,21,46,#228B22,#000000
28,21,179,#00BFFF,#000000
29,21,46,#228B22,#000000
30,21,46,#228B22,#000000
31,21,186,#D3D3D3,#000000
32,21,46,#228B22,#000000
33,21,46,#228B22,#000000
34,21,46,#228B22,#000000
35,21,6,#008000,#000000
36,21,6,#008000,#000000
37,21,6,#008000,#000000
38,21,6,#008000,#000000
39,21,46,#228B22,#000000
40,21,46,#228B22,#000000
41,21,127,#BC8F8F,#000000
42,21,94,#A0522D,#000000
43,21,94,#A0522D,#000000
44,21,94,#A0522D,#000000
45,21,94,#A0522D,#000000
46,21,94,#A0522D,#000000
47,21,94,#A0522D,#000000
48,21,94,#A0522D,#000000
49,21,127,#BC8F8F,#000000
50,21,46,#228B22,#000000
51,21,186,#D3D3D3,#000000
52,21,46,#228B22,#000000
53,21,46,#228B22,#000000
54,21,46,#228B22,#000000
55,21,46,#228B22,#000000
56,21,6,#008000,#000000
57,21,6,#008000,#000000
58,21,46,#228B22,#000000
59,21,46,#228B22,#000000
60,21,247,#1E90FF,#000000
61,21,247,#1E90FF,#000000
62,21,247,#1E90FF,#000000
63,21,247,#1E90FF,#000000
0,22,46,#228B22,#000000
1,22,46,#228B22,#000000
2,22,127,#BC8F8F,#000000
3,22,94,#A0522D,#000000
4,22,94,#A0522D,#000000
5,22,127,#BC8F8F,#000000
6,22,186,#D3D3D3,#000000
7,22,46,#228B22,#000000
8,22,46,#228B22,#000000
9,22,46,#228B22,#000000
10,22,46,#228B22,#000000
11,22,46,#228B22,#000000
12,22,127,#BC8F8F,#000000
13,22,94,#A0522D,#000000
14,22,94,#A0522D,#000000
15,22,94,#A0522D,#000000
16,22,94,#A0522D,#000000
17,22,127,#BC8F8F,#000000
18,22,46,#228B22,#000000
19,22,46,#228B22,#000000
20,22,46,#228B22,#000000
21,22,46,#228B22,#000000
22,22,46,#228B22,#000000
23,22,186,#D3D3D3,#000000
24,22,46,#228B22,#000000
25,22,46,#228B22,#000000
26,22,46,#228B22,#000000
27,22,46,#228B22,#000000
28,22,179,#00BFFF,#000000
29,22,46,#228B22,#000000
30,22,46,#228B22,#000000
31,22,186,#D3D3D3,#000000
32,22,46,#228B22,#000000
33,22,46,#228B22,#000000
34,22,46,#228B22,#000000
35,22,46,#228B22,#000000
36,22,6,#008000,#000000
37,22,6,#008000,#000000
38,22,6,#008000,#000000
39,22,46,#228B22,#000000
40,22,46,#228B22,#000000
41,22,127,#BC8F8F,#000000
42,22,94,#A0522D,#000000
43,22,94,#A0522D,#000000
44,22,94,#A0522D,#000000
45,22,94,#A0522D,#000000
46,22,30,#FFFFFF,#000000
47,22,94,#A0522D,#000000
48,22,127,#BC8F8F,#000000
49,22,46,#228B22,#000000
50,22,46,#228B22,#000000
51,22,186,#D3D3D3,#000000
52,22,46,#228B22,#000000
53,22,46,#228B22,#000000
54,22,46,#228B22,#000000
55,22,46,#228B22,#000000
56,22,6,#008000,#000000
57,22,6,#008000,#000000
58,22,46,#228B22,#000000
59,22,46,#228B22,#000000
60,22,247,#1E90FF,#000000
61,22,247,#1E90FF,#000000
62,22,247,#1E90FF,#000000
63,22,247,#1E90FF,#000000
0,23,46,#228B22,#000000
1,23,127,#BC8F8F,#000000
2,23,94,#A0522D,#000000
3,23,94,#A0522D,#000000
4,23,94,#A0522D,#000000
5,23,127,#BC8F8F,#000000
6,23,186,#D3D3D3,#000000
7,23,46,#228B22,#000000
8,23,46,#228B22,#000000
9,23,46,#228B22,#000000
10,23,46,#228B22,#000000
11,23,127,#BC8F8F,#000000
12,23,94,#A0522D,#000000
13,23,94,#A0522D,#000000
14,23,94,#A0522D,#000000
15,23,94,#A0522D,#000000
16,23,127,#BC8F8F,#000000
17,23,46,#228B22,#000000
18,23,46,#228B22,#000000
19,23,46,#228B22,#000000
20,23,46,#228B22,#000000
21,23,46,#228B22,#000000
22,23,46,#228B22,#000000
23,23,186,#D3D3D3,#000000
24,23,46,#228B22,#000000
25,23,46,#228B22,#000000
26,23,234,#D3D3D3,#000000
27,23,46,#228B22,#000000
28,23,192,#00BFFF,#000000
29,23,196,#00BFFF,#000000
30,23,196,#00BFFF,#000000
31,23,186,#D3D3D3,#000000
32,23,196,#00BFFF,#000000
33,23,196,#00BFFF,#000000
34,23,191,#00BFFF,#000000
35,23,46,#228B22,#000000
36,23,46,#228B22,#000000
37,23,6,#008000,#000000
38,23,6,#008000,#000000
39,23,6,#008000,#000000
40,23,46,#228B22,#000000
41,23,127,#BC8F8F,#000000
42,23,94,#A0522D,#000000
43,23,94,#A0522D,#000000
44,23,94,#A0522D,#000000
45,23,94,#A0522D,#000000
46,23,94,#A0522D,#000000
47,23,94,#A0522D,#000000
48,23,94,#A0522D,#000000
49,23,127,#BC8F8F,#000000
50,23,46,#228B22,#000000
51,23,186,#D3D3D3,#000000
52,23,46,#228B22,#000000
53,23,46,#228B22,#000000
54,23,46,#228B22,#000000
55,23,46,#228B22,#000000
56,23,6,#008000,#000000
57,23,46,#228B22,#000000
58,23,46,#228B22,#000000
59,23,46,#228B22,#000000
60,23,247,#1E90FF,#000000
61,23,247,#1E90FF,#000000
62,23,247,#1E90FF,#000000
63,23,247,#1E90FF,#000000
0,24,127,#BC8F8F,#000000
1,24,94,#A0522D,#000000
2,24,30,#FFFFFF,#000000
3,24,94,#A0522D,#000000
4,24,127,#BC8F8F,#000000
5,24,46,#228B22,#000000
6,24,186,#D3D3D3,#000000
7,24,46,#228B22,#000000
8,24,46,#228B22,#000000
9,24,46,#228B22,#000000
10,24,46,#228B22,#000000
11,24,127,#BC8F8F,#000000
12,24,94,#A0522D,#000000
13,24,30,#FFFFFF,#000000
14,24,94,#A0522D,#000000
15,24,127,#BC8F8F,#000000
16,24,46,#228B22,#000000
17,24,46,#228B22,#000000
18,24,46,#228B22,#000000
19,24,46,#228B22,#000000
20,24,46,#228B22,#000000
21,24,46,#228B22,#000000
22,24,46,#228B22,#000000
23,24,186,#D3D3D3,#000000
24,24,46,#228B22,#000000
25,24,46,#228B22,#000000
26,24,46,#228B22,#000000
27,24,46,#228B22,#000000
28,24,46,#228B22,#000000
29,24,46,#228B22,#000000
30,24,46,#228B22,#000000
31,24,186,#D3D3D3,#000000
32,24,46,#228B22,#000000
33,24,46,#228B22,#000000
34,24,179,#00BFFF,#000000
35,24,46,#228B22,#000000
36,24,46,#228B22,#000000
37,24,6,#008000,#000000
38,24,6,#008000,#000000
39,24,6,#008000,#000000
40,24,46,#228B22,#000000
41,24,46,#228B22,#000000
42,24,127,#BC8F8F,#000000
43,24,234,#D3D3D3,#000000
44,24,127,#BC8F8F,#000000
45,24,127,#BC8F8F,#000000
46,24,94,#A0522D,#000000
47,24,94,#A0522D,#000000
48,24,94,#A0522D,#000000
49,24,127,#BC8F8F,#000000
50,24,46,#228B22,#000000
51,24,186,#D3D3D3,#000000
52,24,46,#228B22,#000000
53,24,46,#228B22,#000000
54,24,46,#228B22,#000000
55,24,46,#228B22,#000000
56,24,46,#228B22,#000000
57,24,46,#228B22,#000000
58,24,46,#228B22,#000000
59,24,46,#228B22,#000000
60,24,247,#1E90FF,#000000
61,24,247,#1E90FF,#000000
62,24,247,#1E90FF,#000000
63,24,247,#1E90FF,#000000
0,25,94,#A0522D,#000000
1,25,94,#A0522D,#000000
2,25,94,#A0522D,#000000
3,25,94,#A0522D,#000000
4,25,127,#BC8F8F,#000000
5,25,46,#228B22,#000000
6,25,186,#D3D3D3,#000000
7,25,46,#228B22,#000000
8,25,46,#228B22,#000000
9,25,46,#228B22,#000000
10,25,127,#BC8F8F,#000000
11,25,94,#A0522D,#000000
12,25,94,#A0522D,#000000
13,25,94,#A0522D,#000000
14,25,94,#A0522D,#000000
15,25,94,#A0522D,#000000
16,25,127,#BC8F8F,#000000
17,25,46,#228B22,#000000
18,25,46,#228B22,#000000
19,25,46,#228B22,#000000
20,25,46,#228B22,#000000
21,25,46,#228B22,#000000
22,25,46,#228B22,#000000
23,25,186,#D3D3D3,#000000
24,25,46,#228B22,#000000
25,25,46,#228B22,#000000
26,25,46,#228B22,#000000
27,25,46,#228B22,#000000
28,25,46,#228B22,#000000
29,25,46,#228B22,#000000
30,25,46,#228B22,#000000
31,25,186,#D3D3D3,#000000
32,25,46,#228B22,#000000
33,25,46,#228B22,#000000
34,25,179,#00BFFF,#000000
35,25,46,#228B22,#000000
36,25,46,#228B22,#000000
37,25,46,#228B22,#000000
38,25,46,#228B22,#000000
39,25,6,#008000,#000000
40,25,6,#008000,#000000
41,25,46,#228B22,#000000
42,25,46,#228B22,#000000
43,25,46,#228B22,#000000
44,25,46,#228B22,#000000
45,25,46,#228B22,#000000
46,25,127,#BC8F8F,#000000
47,25,127,#BC8F8F,#000000
48,25,127,#BC8F8F,#000000
49,25,46,#228B22,#000000
50,25,46,#228B22,#000000
51,25,186,#D3D3D3,#000000
52,25,46,#228B22,#000000
53,25,46,#228B22,#000000
54,25,46,#228B22,#000000
55,25,46,#228B22,#000000
56,25,46,#228B22,#000000
57,25,46,#228B22,#000000
58,25,46,#228B22,#000000
59,25,46,#228B22,#000000
60,25,46,#228B22,#000000
61,25,247,#1E90FF,#000000
62,25,247,#1E90FF,#000000
63,25,247,#1E90FF,#000000
0,26,94,#A0522D,#000000
1,26,94,#A0522D,#000000
2,26,94,#A0522D,#000000
3,26,127,#BC8F8F,#000000
4,26,46,#228B22,#000000
5,26,46,#228B22,#000000
6,26,186,#D3D3D3,#000000
7,26,46,#228B22,#000000
8,26,46,#228B22,#000000
9,26,127,#BC8F8F,#000000
10,26,94,#A0522D,#000000
11,26,94,#A0522D,#000000
12,26,94,#A0522D,#000000
13,26,94,#A0522D,#000000
14,26,94,#A0522D,#000000
15,26,94,#A0522D,#000000
16,26,127,#BC8F8F,#000000
17,26,46,#228B22,#000000
18,26,46,#228B22,#000000
19,26,46,#228B22,#000000
20,26,46,#228B22,#000000
21,26,46,#228B22,#000000
22,26,46,#228B22,#000000
23,26,186,#D3D3D3,#000000
24,26,46,#228B22,#000000
25,26,46,#228B22,#000000
26,26,46,#228B22,#000000
27,26,46,#228B22,#000000
28,26,46,#228B22,#000000
29,26,46,#228B22,#000000
30,26,46,#228B22,#000000
31,26,186,#D3D3D3,#000000
32,26,46,#228B22,#000000
33,26,46,#228B22,#000000
34,26,179,#00BFFF,#000000
35,26,46,#228B22,#000000
36,26,46,#228B22,#000000
37,26,46,#228B22,#000000
38,26,46,#228B22,#000000
39,26,46,#228B22,#000000
40,26,46,#228B22,#000000
41,26,46,#228B22,#000000
42,26,46,#228B22,#000000
43,26,46,#228B22,#000000
44,26,46,#228B22,#000000
45,26,46,#228B22,#000000
46,26,46,#228B22,#000000
47,26,46,#228B22,#000000
48,26,46,#228B22,#000000
49,26,46,#228B22,#000000
50,26,46,#228B22,#000000
51,26,227,#D3D3D3,#000000
52,26,205,#D3D3D3,#000000
53,26,205,#D3D3D3,#000000
54,26,205,#D3D3D3,#000000
55,26,205,#D3D3D3,#000000
56,26,205,#D3D3D3,#000000
57,26,205,#D3D3D3,#000000
58,26,187,#D3D3D3,#000000
59,26,46,#228B22,#000000
60,26,46,#228B22,#000000
61,26,247,#1E90FF,#000000
62,26,247,#1E90FF,#000000
63,26,247,#1E90FF,#000000
0,27,94,#A0522D,#000000
1,27,94,#A0522D,#000000
2,27,234,#D3D3D3,#000000
3,27,46,#228B22,#000000
4,27,46,#228B22,#000000
5,27,46,#228B22,#000000
6,27,186,#D3D3D3,#000000
7,27,46,#228B22,#000000
8,27,46,#228B22,#000000
9,27,127,#BC8F8F,#000000
10,27,94,#A0522D,#000000
11,27,94,#A0522D,#000000
12,27,127,#BC8F8F,#000000
13,27,127,#BC8F8F,#000000
14,27,127,#BC8F8F,#000000
15,27,127,#BC8F8F,#000000
16,27,46,#228B22,#000000
17,27,46,#228B22,#000000
18,27,46,#228B22,#000000
19,27,46,#228B22,#000000
20,27,46,#228B22,#000000
21,27,46,#228B22,#000000
22,27,46,#228B22,#000000
23,27,186,#D3D3D3,#000000
24,27,46,#228B22,#000000
25,27,46,#228B22,#000000
26,27,46,#228B22,#000000
27,27,46,#228B22,#000000
28,27,46,#228B22,#000000
29,27,46,#228B22,#000000
30,27,46,#228B22,#000000
